path,dataset,ref_raw,pred_raw,wer_raw,ref_normalized,hyp_normalized,wer,cer,sequence_similarity,ref_word_count,hyp_word_count
284645.wav,uzbek_voice,"Surishtirsak, ona homiladorligida noto'g'ri ovqatlangan.","Surishtirsak, uni homiladorligida noto'g'ri ovqatlangan.",0.2,surishtirsak ona homiladorligida noto'g'ri ovqatlangan,surishtirsak uni homiladorligida noto'g'ri ovqatlangan,0.2,0.037,0.963,5,5
183299.wav,uzbek_voice,Oyoqlar go'zalligini va sog'lig'ini qanday saqlash mumkin?,Oyoqlar go'zalligini va sog'lig'ini qanday saqlash mumkin?,0.0,oyoqlar go'zalligini va sog'lig'ini qanday saqlash mumkin,oyoqlar go'zalligini va sog'lig'ini qanday saqlash mumkin,0.0,0.0,1.0,7,7
507015.wav,uzbek_voice,Tashqi ishlar vazirligi ushbu holat bo'yicha hozircha munosabat bermadi.,Tashqi ishlar vazirligi ushbu holat bo'yicha hozircha munosabat bermadi.,0.0,tashqi ishlar vazirligi ushbu holat bo'yicha hozircha munosabat bermadi,tashqi ishlar vazirligi ushbu holat bo'yicha hozircha munosabat bermadi,0.0,0.0,1.0,9,9
150493.wav,uzbek_voice,Turk masjididagi Qur'on va odob darslariga qatnashadi.,Turk masjididagi Qur'on va odob darslariga qatnashadi.,0.0,turk masjididagi qur'on va odob darslariga qatnashadi,turk masjididagi qur'on va odob darslariga qatnashadi,0.0,0.0,1.0,7,7
181388.wav,uzbek_voice,O'zingizga eng yaqin do'stingizga bo'lgandek munosabatda bo'ling.,O'zingizga eng yaqin do'stingizga bo'lgandek munosabatda bo'ling.,0.0,o'zingizga eng yaqin do'stingizga bo'lgandek munosabatda bo'ling,o'zingizga eng yaqin do'stingizga bo'lgandek munosabatda bo'ling,0.0,0.0,1.0,7,7
192217.wav,uzbek_voice,Nima uchun O'zbekistonlik mijozlar Acibadem klinikalarini tanlamoqda?,Nima uchun O'zbekistonlik mijozlar ajabada ham klinikalarini tanlamoqda?,0.2857,nima uchun o'zbekistonlik mijozlar acibadem klinikalarini tanlamoqda,nima uchun o'zbekistonlik mijozlar ajabada ham klinikalarini tanlamoqda,0.2857,0.0882,0.9353,7,8
462202.wav,uzbek_voice,"Ya'ni, suvdan takroran foydalanish evaziga katta hajmda suv tejaladi.","Ya'ni, suvdan takroran foydalanish evaziga katta hajmda sud tejalarida",0.2222,ya'ni suvdan takroran foydalanish evaziga katta hajmda suv tejaladi,ya'ni suvdan takroran foydalanish evaziga katta hajmda sud tejalarida,0.2222,0.0597,0.9559,9,9
common_voice_uz_28904218.wav,common_voice,qafaslarning nomi shakl-shamoyili ko'p,Qafaslarning nomi Shakl shamoyili ko'p.,1.0,qafaslarning nomi shakl-shamoyili ko'p,qafaslarning nomi shakl shamoyili ko'p,0.5,0.0263,0.9737,4,5
common_voice_uz_28888532.wav,common_voice,Odamlarni shunchaki hamma narsasini tortib olgan.,Odamlarni shunchaki hamma narsasini tortib olgan.,0.0,odamlarni shunchaki hamma narsasini tortib olgan,odamlarni shunchaki hamma narsasini tortib olgan,0.0,0.0,1.0,6,6
193235.wav,uzbek_voice,Alyaskada eng semiz ayiqni tanlab olish rejalashtirilmoqda.,Alyaskada eng semiz ayiqni tanlab olish rejalashtirilmoqda.,0.0,alyaskada eng semiz ayiqni tanlab olish rejalashtirilmoqda,alyaskada eng semiz ayiqni tanlab olish rejalashtirilmoqda,0.0,0.0,1.0,7,7
common_voice_uz_29009542.wav,common_voice,"Fikr mulohazalaringizni YouTube'ga yozing, men o'qiyman.","Fikr-mulohazalaringizni yutibga yozing, men o'qiyman.",0.5,fikr mulohazalaringizni youtube'ga yozing men o'qiyman,fikr-mulohazalaringizni yutibga yozing men o'qiyman,0.5,0.0926,0.9333,6,5
16995.wav,it,"Bugun bizni sizlar bilan 8-darsimiz va bugungi darsda SASSda ro'yxatlar, ya'ni listsni ko'rib o'tamiz.","Bugun bizni sizlar bilan sakkizinchi darsimiz va bugungi darsda sasta ro'yxatlar, ya'ni listni ko'rib o'tamiz.",0.2857,bugun bizni sizlar bilan sakkizinchi darsimiz va bugungi darsda sassda ro'yxatlar ya'ni listsni ko'rib o'tamiz,bugun bizni sizlar bilan sakkizinchi darsimiz va bugungi darsda sasta ro'yxatlar ya'ni listni ko'rib o'tamiz,0.1333,0.0273,0.9817,15,15
00018054_1.wav,news,"Sotmanglar deb. Ajoyib, ajoyib. Zamira opani xudo xohlasa, Londonga kelganlarida taklif qilamiz, Gashtakka ham. Agar sir bo'lmasa,","sotmaylar deb. Ajoyib, ajoyib. Zamirov fani xudo xohlasa Londonga kelganlarida taklif qilamiz, Gashtakka ham. Agar sir bo'lmasa",0.2941,sotmanglar deb ajoyib ajoyib zamira opani xudo xohlasa londonga kelganlarida taklif qilamiz gashtakka ham agar sir bo'lmasa,sotmaylar deb ajoyib ajoyib zamirov fani xudo xohlasa londonga kelganlarida taklif qilamiz gashtakka ham agar sir bo'lmasa,0.1765,0.0488,0.9633,17,17
7849.wav,uzbek_voice,Qo'limdan kelganicha ishladim.,Qo'limdan kirganicha ishladim.,0.3333,qo'limdan kelganicha ishladim,qo'limdan kirganicha ishladim,0.3333,0.069,0.931,3,3
452354.wav,uzbek_voice,Shavkat Mirziyoyev Toshkent o'yinchoqlari fabrikasi ish jarayoni bilan tanishdi.,Shavkat Mirziyoyev Toshkent o'yinchoqlari fabrikasi ish jarayoni bilan tanishdi.,0.0,shavkat mirziyoyev toshkent o'yinchoqlari fabrikasi ish jarayoni bilan tanishdi,shavkat mirziyoyev toshkent o'yinchoqlari fabrikasi ish jarayoni bilan tanishdi,0.0,0.0,1.0,9,9
359572.wav,uzbek_voice,Imtiyozlar mamlakatga samolyotda uchib kelganlar uchungina amal qiladi.,Imtiyozlar mamlakatga samolyotda uchib kelganlar uchungina amal qiladi.,0.0,imtiyozlar mamlakatga samolyotda uchib kelganlar uchungina amal qiladi,imtiyozlar mamlakatga samolyotda uchib kelganlar uchungina amal qiladi,0.0,0.0,1.0,8,8
385686.wav,uzbek_voice,"Buning uchun mevalar blenderda maydalanib, chia urug'i qo'shiladi.","Buning uchun mevalar blenderda maydalanib, chiya urug'i qo'shiladi.",0.125,buning uchun mevalar blenderda maydalanib chia urug'i qo'shiladi,buning uchun mevalar blenderda maydalanib chiya urug'i qo'shiladi,0.125,0.0156,0.9922,8,8
463254.wav,uzbek_voice,O'zbekiston va Tojikiston elchixona qurish uchun yer uchastkalari ajratadi.,O'zbekiston va Tojikiston elchixona qurish uchun yer uchastkalari ajratadi.,0.0,o'zbekiston va tojikiston elchixona qurish uchun yer uchastkalari ajratadi,o'zbekiston va tojikiston elchixona qurish uchun yer uchastkalari ajratadi,0.0,0.0,1.0,9,9
364686.wav,uzbek_voice,So'nggi daqiqalarda diqqatni yo'qolishi hisobni tenglashishiga olib keldi.,So'nggi daqiqalarda diqqatni yo'qolishi hisobni tenglashishiga olib keldi.,0.0,so'nggi daqiqalarda diqqatni yo'qolishi hisobni tenglashishiga olib keldi,so'nggi daqiqalarda diqqatni yo'qolishi hisobni tenglashishiga olib keldi,0.0,0.0,1.0,8,8
399598.wav,uzbek_voice,Klub prezidentini yaxshi bilaman va u bilan do'stmiz.,Klub prezidentini yaxshi bilaman va u bilan do'stmiz.,0.0,klub prezidentini yaxshi bilaman va u bilan do'stmiz,klub prezidentini yaxshi bilaman va u bilan do'stmiz,0.0,0.0,1.0,8,8
common_voice_uz_29006199.wav,common_voice,Ko'p mamlakatlarda bu allaqachon bor.,Ko'p mamlakatlarda bu allaqachon bor.,0.0,ko'p mamlakatlarda bu allaqachon bor,ko'p mamlakatlarda bu allaqachon bor,0.0,0.0,1.0,5,5
473483.wav,uzbek_voice,"Jamoa jahon chempionatiga chiqqandan keyin xotirjamlikka berildimi, nimadir bo'ldi?","Jamoa Jahon chempionatiga chiqqandan keyin xotirjamlikka berildimi, nimadir bo'ldi.",0.2222,jamoa jahon chempionatiga chiqqandan keyin xotirjamlikka berildimi nimadir bo'ldi,jamoa jahon chempionatiga chiqqandan keyin xotirjamlikka berildimi nimadir bo'ldi,0.0,0.0,1.0,9,9
664821.wav,uzbek_voice,"Hindistonning eng mashhur oilasi, Bachchanlar haqida qiziqarli faktlar.","Hindistonning eng mashhur oilasi, barchalar haqida qiziqarli faktlar.",0.125,hindistonning eng mashhur oilasi bachchanlar haqida qiziqarli faktlar,hindistonning eng mashhur oilasi barchalar haqida qiziqarli faktlar,0.125,0.0435,0.9706,8,8
191366.wav,uzbek_voice,Fayzobod mahallasida Korzinka uz supermarketi ishga tushdi.,Qayzavod mahallasida Korzinka uz supermarketi ishga tushdi.,0.1429,fayzobod mahallasida korzinka uz supermarketi ishga tushdi,qayzavod mahallasida korzinka uz supermarketi ishga tushdi,0.1429,0.0517,0.9483,7,7
195639.wav,uzbek_voice,Toshkent metropolitenidagi poyezdlarning harakatlanish orasidagi vaqt qisqaradi.,Toshkent mitropolitenidagi poyezdlarning harakatlanish orasidagi vaqt qisqaradi.,0.1429,toshkent metropolitenidagi poyezdlarning harakatlanish orasidagi vaqt qisqaradi,toshkent mitropolitenidagi poyezdlarning harakatlanish orasidagi vaqt qisqaradi,0.1429,0.0127,0.9873,7,7
478289.wav,uzbek_voice,Odatda ular belkuraksimon orqa panjalari yordamida o'zlariga uya qaziydi.,Odatda ular belkur aksimon orqa panjalari yordamida o'zlariga yaqin edi.,0.4444,odatda ular belkuraksimon orqa panjalari yordamida o'zlariga uya qaziydi,odatda ular belkur aksimon orqa panjalari yordamida o'zlariga yaqin edi,0.4444,0.0972,0.9231,9,10
142834.wav,uzbek_voice,Hujjatga binoan ularning doimiy hamkorligi mustahkamlab qo'yildi.,Hujjatga binoan ularning davomiy hamkorligi mustahkamlab qo'yildi.,0.1429,hujjatga binoan ularning doimiy hamkorligi mustahkamlab qo'yildi,hujjatga binoan ularning davomiy hamkorligi mustahkamlab qo'yildi,0.1429,0.0469,0.9767,7,7
121932.wav,uzbek_voice,Sovg'aga amerikalik harbiylarning surati ham ilova qilingan.,Sovg'aga amerikalik harbiylarning surati ham ilova qilingan.,0.0,sovg'aga amerikalik harbiylarning surati ham ilova qilingan,sovg'aga amerikalik harbiylarning surati ham ilova qilingan,0.0,0.0,1.0,7,7
00001068_0.wav,news,"biz shuni qilyapmiz. Endi hozir bizni ishxonada hamma biladi. Misol uchun 1541 nima desangiz, bo'ldi deydi, shundoq olib chiqib beradi sizga. Bu bilan ham o'sha siz aytgandek","shuni qilyapmiz. Endi hozir bizni ishxonada hamma bo'ladi. Misol uchun 1541 nima deysiz, bo'ldi deydi, shunda olib chiqib beradi sizga. Bu bilan ham o'sha siz aytgandek",0.1481,biz shuni qilyapmiz endi hozir bizni ishxonada hamma biladi misol uchun bir ming besh yuz qirq bir nima desangiz bo'ldi deydi shundoq olib chiqib beradi sizga bu bilan ham o'sha siz aytgandek,shuni qilyapmiz endi hozir bizni ishxonada hamma bo'ladi misol uchun bir ming besh yuz qirq bir nima deysiz bo'ldi deydi shunda olib chiqib beradi sizga bu bilan ham o'sha siz aytgandek,0.125,0.0628,0.9628,32,31
387851.wav,uzbek_voice,"Ali, to'g'ri, hozir Ahmadning oilaviy sharoiti yaxshi emas.","Ali, to'g'ri, hozir Ahmadning oilaviy sharoiti yaxshi emas.",0.0,ali to'g'ri hozir ahmadning oilaviy sharoiti yaxshi emas,ali to'g'ri hozir ahmadning oilaviy sharoiti yaxshi emas,0.0,0.0,1.0,8,8
139673.wav,uzbek_voice,O'yin oxiriga qadar ushbu hisob o'zgarmay qoldi.,O'yin oxiriga qadar ushbu hisob o'zgarmay qoldi.,0.0,o'yin oxiriga qadar ushbu hisob o'zgarmay qoldi,o'yin oxiriga qadar ushbu hisob o'zgarmay qoldi,0.0,0.0,1.0,7,7
27072.wav,uzbek_voice,Murojaat qilmagan joyim qolmadi.,Rojat qilmagan joyim qolmadi.,0.25,murojaat qilmagan joyim qolmadi,rojat qilmagan joyim qolmadi,0.25,0.0968,0.9492,4,4
00000189.wav,news,"Bizni hali kelajakda ham juda ham ko'p uzoq vaqt foydasi bizga juda ham katta. Lekin shu bilan birgalikda o'sha antibiotiklarni ham o'ziga yarasha juda katta salbiy ta'sirlari bor. Uni yodimizdan chiqarish kerak emas. Endi, masalan, men","Bizni hali kelajakda ham juda ham ko'p uzoq vaqt foydasi bizga juda ham katta. Lekin shu bilan birgalikda o'sha antibiotiklarni ham o'ziga yarasha juda katta salbiy ta'sirlari bor. Undan esi yodimizdan chiqarish kerak emas. Endi masalan, men",0.0833,bizni hali kelajakda ham juda ham ko'p uzoq vaqt foydasi bizga juda ham katta lekin shu bilan birgalikda o'sha antibiotiklarni ham o'ziga yarasha juda katta salbiy ta'sirlari bor uni yodimizdan chiqarish kerak emas endi masalan men,bizni hali kelajakda ham juda ham ko'p uzoq vaqt foydasi bizga juda ham katta lekin shu bilan birgalikda o'sha antibiotiklarni ham o'ziga yarasha juda katta salbiy ta'sirlari bor undan esi yodimizdan chiqarish kerak emas endi masalan men,0.0556,0.026,0.9872,36,37
common_voice_uz_29214665.wav,common_voice,Ahyon-ahyonda shamollaganini aytmaganda jiddiy kasallikka mubtalo bo'lmagandi.,Ahion-ahyonda shamollaganini aytmaganda jiddiy kasallikka mubtalo bo'lmagandi.,0.1429,ahyon-ahyonda shamollaganini aytmaganda jiddiy kasallikka mubtalo bo'lmagandi,ahion-ahyonda shamollaganini aytmaganda jiddiy kasallikka mubtalo bo'lmagandi,0.1429,0.013,0.987,7,7
common_voice_uz_29252457.wav,common_voice,Davlat tomonidan qo'llab-quvvatlashning yangi tizimi joriy etiladi.,Davlat tomonidan qo'llab-quvvatlashning yangi tizimi joriy etiladi.,0.0,davlat tomonidan qo'llab-quvvatlashning yangi tizimi joriy etiladi,davlat tomonidan qo'llab-quvvatlashning yangi tizimi joriy etiladi,0.0,0.0,1.0,7,7
839778.wav,uzbek_voice,Sirdaryoda savdo do'koni eshigini buzib oziq-ovqat mahsulotlarini o'g'irlab ketishdi.,"Sirdaryoda savdo do'koni eshigini buzib, oziq-ovqat mahsulotlarini o'g'irlab ketishdi.",0.1111,sirdaryoda savdo do'koni eshigini buzib oziq-ovqat mahsulotlarini o'g'irlab ketishdi,sirdaryoda savdo do'koni eshigini buzib oziq-ovqat mahsulotlarini o'g'irlab ketishdi,0.0,0.0,1.0,9,9
186857.wav,uzbek_voice,Senat yalpi majlisining birinchi ish kuni yakunlandi.,Senat yalpi majlisining birinchi ish kuni yakunlandi.,0.0,senat yalpi majlisining birinchi ish kuni yakunlandi,senat yalpi majlisining birinchi ish kuni yakunlandi,0.0,0.0,1.0,7,7
common_voice_uz_29433994.wav,common_voice,"Demak, 17-asrga kelib, gazetaning biz taniydigan shakli paydo bo'lguniga qadar.","Demak, 17-asrga kelib, gazetaning biz taniydigan shakli paydo bo'lguniga qadar.",0.0,demak o'n yettinchi asrga kelib gazetaning biz taniydigan shakli paydo bo'lguniga qadar,demak o'n yettinchi asrga kelib gazetaning biz taniydigan shakli paydo bo'lguniga qadar,0.0,0.0,1.0,12,12
840769.wav,uzbek_voice,Golland fermerlari kabi chet el korxonalari bilan o'zlari mustaqil aloqalar o'rnatishsin.,Golland fermerlari kabi chet el korxonalari bilan o'zlari mustaqil aloqalar o'rnatishsin.,0.0,golland fermerlari kabi chet el korxonalari bilan o'zlari mustaqil aloqalar o'rnatishsin,golland fermerlari kabi chet el korxonalari bilan o'zlari mustaqil aloqalar o'rnatishsin,0.0,0.0,1.0,11,11
common_voice_uz_29493360.wav,common_voice,boshqa har qanday odamga ham xuddi men kabi,Boshqa har qanday odamga ham xuddi men kabi.,0.25,boshqa har qanday odamga ham xuddi men kabi,boshqa har qanday odamga ham xuddi men kabi,0.0,0.0,1.0,8,8
00019495.wav,news,piramidalar bilan bir xil. Yuqori daromad bilan odamlarni qiziqtirish va oxir-oqibat chuv tushirish. Sherik toping va foyda oling.,"piramidalar bilan bir xil, yuqori daromad bilan odamlarni qiziqtirish va oxir-oqibat chuv tushirish. Sherik toping va foyda oling.",0.1111,piramidalar bilan bir xil yuqori daromad bilan odamlarni qiziqtirish va oxir-oqibat chuv tushirish sherik toping va foyda oling,piramidalar bilan bir xil yuqori daromad bilan odamlarni qiziqtirish va oxir-oqibat chuv tushirish sherik toping va foyda oling,0.0,0.0,1.0,18,18
common_voice_uz_28905183.wav,common_voice,Unda ham ulkan g'oyalar bor.,Unda ham ulkan g'oyalar bor.,0.0,unda ham ulkan g'oyalar bor,unda ham ulkan g'oyalar bor,0.0,0.0,1.0,5,5
119255.wav,uzbek_voice,O'zbekiston sportchilarning Rio Olimpiadasidagi barcha medallari.,O'zbekiston sportchilarining Rio Olimpiadasidagi barcha medallari.,0.1667,o'zbekiston sportchilarning rio olimpiadasidagi barcha medallari,o'zbekiston sportchilarining rio olimpiadasidagi barcha medallari,0.1667,0.0156,0.9922,6,6
193726.wav,uzbek_voice,Bu o'z-o'zidan lahad qazishda qiyinchilik tug'diradi.,Bu o'z-o'zidan lahat qazishda qiyinchilik tug'diradi.,0.1667,bu o'z-o'zidan lahad qazishda qiyinchilik tug'diradi,bu o'z-o'zidan lahat qazishda qiyinchilik tug'diradi,0.1667,0.0192,0.9808,6,6
718689.wav,uzbek_voice,Balki g'alaba qozonamiz va biz hamma narsani tiklaymiz.,Balki g'alaba qozonamiz va biz hamma narsani tiklaymiz.,0.0,balki g'alaba qozonamiz va biz hamma narsani tiklaymiz,balki g'alaba qozonamiz va biz hamma narsani tiklaymiz,0.0,0.0,1.0,8,8
common_voice_uz_28832037.wav,common_voice,O'sha paytda bolsheviklar ham xuddi shu ishni qilishadi.,O'sha paytda bolsheviklar ham xuddi shu ishni qilishadi.,0.0,o'sha paytda bolsheviklar ham xuddi shu ishni qilishadi,o'sha paytda bolsheviklar ham xuddi shu ishni qilishadi,0.0,0.0,1.0,8,8
352149.wav,uzbek_voice,Obama o'zining internetda qanday parollardan foydalanganini ma'lum qildi.,Obama o'zing internada qanday parollardan foydalanganini ma'lum qildi.,0.25,obama o'zining internetda qanday parollardan foydalanganini ma'lum qildi,obama o'zing internada qanday parollardan foydalanganini ma'lum qildi,0.25,0.0556,0.9645,8,8
477942.wav,uzbek_voice,Google Markaziy Osiyo uchun markaziy ofisini Toshkentda ochishi mumkin.,Google Markaziy Osiyo uchun markaziy ofisini Toshkentda ochishi mumkin.,0.0,google markaziy osiyo uchun markaziy ofisini toshkentda ochishi mumkin,google markaziy osiyo uchun markaziy ofisini toshkentda ochishi mumkin,0.0,0.0,1.0,9,9
common_voice_uz_30447964.wav,common_voice,Shu kunlarda yurtimizdagi yo'llarning qanchalik sifatli ekanligi borasida bir qator muhokamalar bo'lmoqda.,Shu kunlarda yurtimizdagi yo'llarning qanchalik sifatli ekanligi borasida bir qator muhokamalari bo'lmoqda.,0.0833,shu kunlarda yurtimizdagi yo'llarning qanchalik sifatli ekanligi borasida bir qator muhokamalar bo'lmoqda,shu kunlarda yurtimizdagi yo'llarning qanchalik sifatli ekanligi borasida bir qator muhokamalari bo'lmoqda,0.0833,0.0095,0.9953,12,12
common_voice_uz_29338091.wav,common_voice,O'z ovozingizga ega bo'lishingizda tilakdoshman.,O'z ovozingizga ega bo'lishingizda tilakdoshman.,0.0,o'z ovozingizga ega bo'lishingizda tilakdoshman,o'z ovozingizga ega bo'lishingizda tilakdoshman,0.0,0.0,1.0,5,5
common_voice_uz_29025209.wav,common_voice,Shu tariqa ular ziroatkor aholi ustidan hukmronlik qila boshlaganlar.,Shu tariqa ular zirroatkor aholi ustidan hukmronlik qila boshlaganlar.,0.1111,shu tariqa ular ziroatkor aholi ustidan hukmronlik qila boshlaganlar,shu tariqa ular zirroatkor aholi ustidan hukmronlik qila boshlaganlar,0.1111,0.0147,0.9927,9,9
470842.wav,uzbek_voice,Kompaniya barcha odamlarga teng raqamli imkoniyatlarni taqdim etish niyatida.,Kompaniya barcha odamlarga teng raqamli imkoniyatlarni taqdim etish niyatida.,0.0,kompaniya barcha odamlarga teng raqamli imkoniyatlarni taqdim etish niyatida,kompaniya barcha odamlarga teng raqamli imkoniyatlarni taqdim etish niyatida,0.0,0.0,1.0,9,9
368991.wav,uzbek_voice,O'zbekistonda iqtidorli talabalarga beriladigan stipendiyalar yana bittaga ko'paydi.,O'zbekistonda iqtidorli talabalarga beriladigan stipendiyalar yana bittaga ko'paydi.,0.0,o'zbekistonda iqtidorli talabalarga beriladigan stipendiyalar yana bittaga ko'paydi,o'zbekistonda iqtidorli talabalarga beriladigan stipendiyalar yana bittaga ko'paydi,0.0,0.0,1.0,8,8
common_voice_uz_28921765.wav,common_voice,"Keling, quyida tiriklikning asosiy tuzilish darajalarini ko'rib chiqaylik.","Keling, quyida tiriklikning asosiy tuzilish darajalarini ko'rib chiqaylik.",0.0,keling quyida tiriklikning asosiy tuzilish darajalarini ko'rib chiqaylik,keling quyida tiriklikning asosiy tuzilish darajalarini ko'rib chiqaylik,0.0,0.0,1.0,8,8
00000990_1.wav,news,"o'sha, keyin yoki bo'lmasa yaxshi-yaxshi restoranlarga kirib, odamlar qanaqa kostyum-shim kiyapti, nimalar qilyapti. Kiraman, kimdirlar shimida bo'ladi. Kostyum-shimda ham shunaqa qilsa bo'lar ekan.","o'sha keyin yopilsam yaxshi-yaxshi restoranlarga kirib, odamlar qanaqa kiyasinishim kiyapti, nimalar qilyapti? Kiraman kimdirlar shimida bo'ladi u, kiyasinishim bilan shunaqa qilsin bo'lar ekan.",0.4783,o'sha keyin yoki bo'lmasa yaxshi-yaxshi restoranlarga kirib odamlar qanaqa kostyum-shim kiyapti nimalar qilyapti kiraman kimdirlar shimida bo'ladi kostyum-shimda ham shunaqa qilsa bo'lar ekan,o'sha keyin yopilsam yaxshi-yaxshi restoranlarga kirib odamlar qanaqa kiyasinishim kiyapti nimalar qilyapti kiraman kimdirlar shimida bo'ladi u kiyasinishim bilan shunaqa qilsin bo'lar ekan,0.3043,0.1623,0.8737,23,23
03902.wav,it,"version control demak, bu endi o'sha versiya nazorati deymiz.","version control, demak, bu endi o'sha versiya nazorati deymiz.",0.1111,version control demak bu endi o'sha versiya nazorati deymiz,version control demak bu endi o'sha versiya nazorati deymiz,0.0,0.0,1.0,9,9
343083.wav,uzbek_voice,Rossiyada ikki nafar O'zbekiston fuqarosi tovlamachilik qurboniga aylandi.,Rossiyada ikki nafar O'zbekiston fuqarosi tovlamachilik qurboniga aylandi.,0.0,rossiyada ikki nafar o'zbekiston fuqarosi tovlamachilik qurboniga aylandi,rossiyada ikki nafar o'zbekiston fuqarosi tovlamachilik qurboniga aylandi,0.0,0.0,1.0,8,8
139723.wav,uzbek_voice,Antonio Konte uni Italiya terma jamoasiga chaqirdi.,Antonio Konte uni Italiya terma jamoasiga chaqirdi.,0.0,antonio konte uni italiya terma jamoasiga chaqirdi,antonio konte uni italiya terma jamoasiga chaqirdi,0.0,0.0,1.0,7,7
common_voice_uz_28902325.wav,common_voice,Shu uchun biroz vaqt kerak bo'ldi.,Shu uchun biroz vaqt kerak bo'ldi.,0.0,shu uchun biroz vaqt kerak bo'ldi,shu uchun biroz vaqt kerak bo'ldi,0.0,0.0,1.0,6,6
171477.wav,uzbek_voice,U konstitutsiyani taqiqladi va parlamentni tarqatib yubordi.,U konstitutsiyani taqiqladi va parlamentni tarqatib yubordi.,0.0,u konstitutsiyani taqiqladi va parlamentni tarqatib yubordi,u konstitutsiyani taqiqladi va parlamentni tarqatib yubordi,0.0,0.0,1.0,7,7
